"NBN Atlas record ID","Occurrence ID","Licence","Rightsholder","Scientific name","Common name","Species ID (TVK)","Taxon Rank","Occurrence status","Start date","Start date day","Start date month","Start date year","End date","End day","End month","End year","Locality","OSGR","Latitude (WGS84)","Longitude (WGS84)","Coordinate uncertainty (m)","Verbatim depth","Recorder","Determiner","Individual count","Abundance","Abundance scale","Organism scope","Organism remarks","Sex","Life stage","Occurrence remarks","Identification verification status","Basis of record","Survey key","Dataset name","Dataset ID","Data provider","Data provider ID","Institution code","Kingdom","Phylum","Class","Order","Family","Genus","OSGR 100km","OSGR 10km","OSGR 2km","OSGR 1km","Country","State/Province"
"ff974d17-ba08-4683-b861-0f1dbd7542f0","255679","CC-BY","Shropshire Ecological Data Network","Ribes rubrum","Red Currant","NBNSYS0000003513","species","present","1988-08-04","04","08","1988","","","","","Shropshire","SJ31J","52.76443","-2.99438","2.0","","Stafford, Mrs S., Prestwood, Mr W.V.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","SJ","SJ31","SJ31J","","United Kingdom","England"
"ff96a964-57d4-452b-a9ca-e661ad750f17","422813","CC-BY","Shropshire Ecological Data Network","Sonchus asper","Prickly Sow-Thistle","NBNSYS0000004544","species","present","2005-08-01","01","08","2005","","","","","Ebnal Hall","SJ33C","52.90798","-3.02741","2.0","","Thorne, Dr A.K.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Sonchus","SJ","SJ33","SJ33C","","United Kingdom","England"
"ff966a9b-b18f-476b-855e-53ed12fd4990","307853","CC-BY","Shropshire Ecological Data Network","Calluna vulgaris","Heather","NBNSYS0000003902","species","present","1995-08-07","07","08","1995","","","","","The Stiperstones","SO36299808","52.57683","-2.94151","10.0","","Lockton, Mr A.J., Whild, Dr S.J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Calluna","SO","SO39","SO39U","SO3698","United Kingdom","England"
"ff95c95a-154a-4aca-8f01-e49d2551246c","400339","CC-BY","Shropshire Ecological Data Network","Artemisia vulgaris","Mugwort","NBNSYS0000004469","species","present","2004-08-01","01","08","2004","","","","","Shropshire","SJ53T","52.92867","-2.64111","2.0","","Thorne, Dr A.K.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","SJ","SJ53","SJ53T","","United Kingdom","England"
"ff955c58-f015-4c8d-ba25-081250583152","165784","CC-BY","Shropshire Ecological Data Network","Papaver rhoeas","Common Poppy","NBNSYS0000002764","species","present","1987-08-23","23","08","1987","","","","","Clun","SO3080","52.41806","-3.02333","1000.0","","Warren, Mrs J.A.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Papaveraceae","Papaver","SO","SO38","SO38A","SO3080","United Kingdom","England"
"ff950e38-2fac-4d18-bf60-44b366c0438d","395340","CC-BY","Shropshire Ecological Data Network","Achillea millefolium","Yarrow","NBNSYS0000004451","species","present","1997-08-06","06","08","1997","","","","","Pant Roadside Verge","SJ278232","52.80196","-3.07163","100.0","","Whild, Dr S.J., Lockton, Mr A.J., Felton, Mr J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Achillea","SJ","SJ22","SJ22R","SJ2723","United Kingdom","England"
"ff94c8e0-7616-4632-9b66-124eaff409e5","84129","CC-BY","Shropshire Ecological Data Network","Juncus inflexus","Hard Rush","NBNSYS0000002220","species","present","1997-08-17","17","08","1997","","","","","Lower Broughton Farm","SO317910","52.51305","-3.00712","100.0","","Whild, Dr S.J., Lockton, Mr A.J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Poales","Juncaceae","Juncus","SO","SO39","SO39A","SO3191","United Kingdom","England"
"ff939a25-29b7-40ac-ae9c-cbabf9bf3a15","315256","CC-BY","Shropshire Ecological Data Network","Menyanthes trifoliata","Bogbean","NBNSYS0000003976","species","present","2009-08-13","13","08","2009","","","","","Wilderley Hill","SO4199","52.59014","-2.86496","1000.0","","Gomersall, Mrs F.J.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Asterales","Menyanthaceae","Menyanthes","SO","SO49","SO49E","SO4199","United Kingdom","England"
"ff936156-8faa-4382-b1f3-85bde3c6ad95","340633","CC-BY","Shropshire Ecological Data Network","Odontites vernus","Red Bartsia","NBNSYS0000004164","species","present","1974-08-08","08","08","1974","","","","","Strand Brook at Peatonstrand","SO5384","52.45646","-2.68574","1000.0","","Perring, Dr F.H., Ashwell, Mrs A., Goodwin, Mrs M.E.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Odontites","SO","SO58","SO58H","SO5384","United Kingdom","England"
"ff92fdd6-0208-4bad-8f34-93660ea216df","147562","CC-BY","Shropshire Ecological Data Network","Milium effusum","Wood Millet","NBNSYS0000002663","species","present","2009-08-15","15","08","2009","","","","","Sidbury","SO6886","52.47551","-2.46519","1000.0","","Green, Mr P.R.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Milium","SO","SO68","SO68Y","SO6886","United Kingdom","England"
"ff9265af-a304-42fd-8ce3-3371053945ed","360808","CC-BY","Shropshire Ecological Data Network","Plantago major","Greater Plantain","NBNSYS0000004273","species","present","2005-08-26","26","08","2005","","","","","More","SO339913","52.51601","-2.97476","100.0","","Pearson, Ms T., Dawes, Mrs R.A.","N/A","","","","","","","","","Accepted","HumanObservation","","Shropshire Ecological Data Network database","dr782","Shropshire Ecological Data Network","dp120","","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","Plantago","SO","SO39","SO39F","SO3391","United Kingdom","England"
"caf-ec5f-42b9-aec9-a3fe93b549fe","544971298","CC-BY","","Pellia epiphylla","Overleaf Pellia","NHMSYS0000310421","species","present","","","","2006","","","","2006","Haughmond Hill","SJ5413","52.71723","-2.67502","1000.0","","Godfrey, M.F.","","","","","","","","","Records forwarded by Mark Lawley","Accepted","HumanObservation","513","Bryophyte data for Great Britain from the British Bryological Society held by BRC: Atlas 2014","dr859","British Bryological Society","dp74","British Bryological Society","Plantae","Marchantiophyta","Jungermanniopsida","Pelliales","Pelliaceae","Pellia","SJ","SJ51","SJ51L","SJ5413","United Kingdom","England"
